,rating,comment,itemId,userId,label,check_label
517,3.0,Got this for my dad for Christmas. He likes that the speakers sound better. He also enjoys being able to make video calls with it.,4,572,3.0,True
3967,3.0,Great for those who love to read this tablet is always ready for on the go trips,6,1315,3.0,True
4168,3.0,"This is our 2nd one, my wife was using my most of the time, so I got her one.",6,1241,2.0,False
4293,3.0,Great for my kids and is easy to block purchases. Even better if you have amazon prime.,5,981,3.0,True
3518,3.0,I love this tablet! It's the perfect size. I can do everything on it and it was affordable!,6,2298,3.0,True
265,1.0,Purchased this device at launch (2 pack for $384.xx) and now YouTube doesn't work. YouTube was one of the main features that I used. Without YouTube you'll be better off buying the $40 Echo Dot instead.,4,1281,2.0,False
1949,2.5,"I mainly bought this so my daughter and I could skype daily, but the free time by amazon has proven to be very helpful for kids. The big foam cover is awesome if you have a destructive kid.",14,3122,3.0,False
4059,3.0,"I have owned several kindles. I don't know what I do to them, but they tend to die rather quickly. Thank goodness for Best Buy's extra protection. The last two that quit on me were replaced quickly and effortlessly. Excellent customer service as well!",6,3654,3.0,True
3628,2.5,This is my second Amazon Fire. My first was the 7 inch and love the new 8 HD.,6,3239,2.0,False
3191,3.0,"Love the tablet, not only for reading (upgrade from Kindle) but for searching the Internet, email, etc. And I can take it anywhere. Cheaper than an iPAD and does enough for what I need.",7,3457,3.0,True
3569,2.5,I've purchased a number of Kindle Fire products for family over the past several years and continue to use them. Easy to use for even my youngest Grandchildren or my 87 year old Mother-In-Law which they use as a reader and for games. An overall good value.,6,2489,3.0,False
1734,3.0,This tablet is great for kids my grandson is sick and he absolutely loves it,14,3046,3.0,True
1828,2.5,Durable and great tablet to handle and navigate. Camera quality is good to be used by a 2 year old. Great children features,14,1152,3.0,False
1822,2.5,"Bought this for my 90+ year-old, totally no-tech mom. Her first e-book is Gone with the Wind. She likes the size and ease of use.",20,3547,3.0,False
3129,2.5,"Good price, travels well, has a lot of good features, compact, user friendly.",17,2037,3.0,False
2771,2.5,This was the first tablet we purchased for our kids and love it.,14,692,3.0,False
924,2.5,9the screen doesn't show as much as I thought it would but it works great and the speaker seems good on it.,4,2215,3.0,False
4441,2.5,Bought this for my 7 year old so he could play games on those looooooong hockey game car rides -- this tablet was more than enough for what we needed and the app selection is good in the Amazon store! No complaints here!,5,511,3.0,False
1791,3.0,Great for my 7 year old she loves it!!! Great price and great product!!!,14,2108,3.0,True
11,3.0,"Love my kindle, makes reading at night so easy and it feels like you are reading a real book.",10,337,3.0,True
2615,1.5,It's a good device for children because they don't know any better,8,1620,1.0,False
3203,3.0,"Perfect technology for my 11 year old son for games, reading, and homework.",7,659,3.0,True
742,2.5,"We're still learning all the things this device can do. So far, We're very pleased.",4,3499,3.0,False
705,3.0,Echo Show is a great addition to any home and we were thrilled to buy one for each of our children's families during this holiday season!,4,1089,3.0,True
4800,3.0,We replaced and aging fire HDX. She noticed the WiFi connection is improved and the screen is larger. She prefers this to my iPad Air,9,2392,3.0,True
2287,3.0,My grandson takes it on trips and he loves it. It's easy to use.,19,3000,3.0,True
1252,3.0,Best Buy associate explained product very well. Easy to use,16,316,3.0,True
951,3.0,Speaker was used as a giveaway and everyone wanted it! It was a huge hit at our conference. Would buy again.,16,3237,3.0,True
3484,3.0,Very fast and super easy to use I'm very pleased with this purchase!!,6,3342,3.0,True
2670,3.0,purchased for my grandson. He loves it. When setting up be sure to update the software,19,714,3.0,True
371,3.0,"I had reservations for the purchase of this Echo show, they quickly eroded after setting it up and using it now since Christmas day. Everyone in my family loves the camera function, sound quality, picture resolution and basically everything about it!It isn't totally perfected yet but it is a work in progress when it comes to the skills and how you choose to use this device since it is definitely designed for Amazon and their customers. Versatile enough so that everyone could find something to enjoy from music, pictures, videos to having your favorite book read to you. One of my favorite features are the Ole time radio series offered in the skills. Takes you back in time as you relax and very similar to a good book. Just my preference and it does offer much more and new skills are daily being added. Although we have several echo dots everywhere, my 6yo loves to come to the echo show to hear her music or to see new pictures uploaded to our cloud. The sound is amazing for its size, that's a huge plus. Pictures are dynamic and so far the only issue with me anyway is it's shape. Slightly odd but it seems to blend into our decor pretty well. Hopefully newer and even better skills will be made as this is a real gem in the rough with tons of applications still ahead that it can be used for. I have it connected to our home security system, robot vacuum cleaner and at times to my cell phone. Taken all together it is useful, fun and a nice addition for our gadget loaded home.",4,1079,3.0,True
2268,3.0,Does what we need it to. Able to download apps that make it fun.,8,3589,3.0,True
713,3.0,Nice to have .good thing to used love to . Would tell people about,4,2755,3.0,True
219,3.0,"This is awesome and the sound is amazing, the screen is outstanding",4,3800,3.0,True
423,3.0,"I was hesitant on purchasing this new echo but I'm glad I did. I really like having the feedback on the screen and seeing results in addition to the voice. Using it for weather, recipes and anything that can be displayed is a big help. The echo show responds fairly fast and looks great in my kitchen counter. A definite winner on this one.",4,1427,3.0,True
2074,3.0,I upgraded to have more memory and this is a great little tablet. Works great and does everything I need it to do.,8,2482,3.0,True
4145,2.5,"Got this on sale for 69, decent display but you can tell it is not on par with other tablets. It is great if you have prime and use their services. Great speakes, makes a huge difference in Audio quality. Battert life is good, no complaints. I gave it 4 stars due to the play store access. There is a way around it, I do have it on here now but it took some work.",6,3556,3.0,False
2199,3.0,Great that you can get these in different colors to differentiate from the other one!,19,1189,3.0,True
25,3.0,Love the simplicity. Also love that I use it for reading only and can't download distracting apps.,10,3631,3.0,True
432,3.0,We put in the kitchen for the holidays and used a lot of new recipes Alexa found for us,4,2744,2.0,False
3081,3.0,"Love the Amazon Alexa products! I have 1 Show, 1 Echo, 2 dots, and the Tap. Wish the Tap had the drop-in feature. The tap does make a sound when you have the hands free enabled and say ""Alexa"" instead of the blue lights on the other products. Great for taking outside!",17,1181,3.0,True
2905,2.5,"Love the case, table works very well, easy to download game and apps, but the life of the battery is not great. The battery fully charged only last about 3-4 hours",14,2373,1.0,False
1519,2.5,"The speaker is an improvement over the Echo Dot, set up was easy and connecting additional home automation products to it as we acquire them has been a simple process. Works as advertised! Have not really had a need for the HUB part yet though.",16,290,3.0,False
3112,3.0,"I love my smart portable speaker. It has games, weather, news, podcasts, radio stations, etc.If something is missing, I can connect my Bluetooth phone and stream whatever other audio application I want.",17,2047,3.0,True
4229,3.0,"The Fire tablet is great, we just bought our second. It's screen is pleanty big enough to see, but small enough to fit in my jacket pocket.",5,2983,3.0,True
3893,2.5,I bought this tablet for my mom on her birthday recently. She loves it and uses it all the time.,6,1186,3.0,False
3223,3.0,I love this product it is so easy to use It has a clear picture,7,724,3.0,True
4540,3.0,I love my tablet!! I didn't think at first that I would like this size but it is perfect for me. I would recommend this tablet to all my friends.,5,576,3.0,True
2925,1.5,1st kindle screen failed & had to reboot often. Customer Service couldn't fix. Replaced. 2nd one screen reboots often. Customer service offered replace. Just want one that works. Can't get upgrade replacement,20,1861,2.0,False
1706,3.0,"Originally I bought this for my 4 and 5 year olds. They loved it and so did I. So many things to do on them and so much of what they love. I now got it as well for my 2 year old. The best part of it all is the cases come with the tablets and they have 3 colors to choose from, so perfect for me.",14,2741,3.0,True
3353,3.0,I have had several variations of the Kindle in the past. My most recent being a paperwhite. I have to say this is the best. The size and balance are better. The adaptable light feature and brightness is good. Screen quality and construction are both an improvement. The overall reading experience is much improved over the paperwhite.,3,1426,3.0,True
1308,3.0,"You simply must have a virtual voice activated assistant. I can not recommend this product enough. If you don’t have one, you will eventually. If you can’t afford you, you aren’t a Big Baller.",16,927,2.0,False
4023,3.0,"Daughter got this as a present. It was easy to set up and display is great. Features allow us to limit her time on games, web, etc. while allowing her unlimited time to read",6,2758,3.0,True
2899,3.0,"This is just perfect for my 7 year old nothing fancy, parental control is a bit confusing but i got it now, the case is perfect to keep it.safe just get a sd card for extra memory",8,413,3.0,True
3889,3.0,I bought this for my 86 year old father. he loves it. finds it very easy to use,6,1997,3.0,True
2126,3.0,It is safe .. love the thick case & its fun fir my kids,14,2272,3.0,True
4475,3.0,This is the 3rd one I've purchased. I've bought one for all of my nieces. No other case compares to this one. It has held protected the tablet so many times from them dropping it.,5,2939,2.0,False
2076,2.5,"Wanted something to use while charging my iPad, easy to use.",8,3735,3.0,False
2856,3.0,I bought this for my husband for Christmas since our daughter uses the other tablet all the time. He has barely put it down since he opened it!! He uses it mostly for reading and some internet browsing. Overall I am happy with the product and have had no issues so far.,8,315,3.0,True
3179,3.0,"Excellent sound and fun. Very portable and easy to carry in backpack. All the features of Echo and Echo Dot but you must ""Tap"" the button before speaking.",17,3137,3.0,True
235,3.0,The best product I have used for AI. Easy set up and easy to use.,4,1583,3.0,True
2698,2.5,"While the Fire hd8 tablet certainly will not perform like some of the more expensive units, for basic web surfing, email, and especially shopping on Amazons web site, this tablet performs well, although it will occasionally freeze while surfing some sites. The screen resolution is what I would call 'adequate', but not on par with other high resolution (and far more expensive) tablets out there.Overall, I am pleased with this tablet-so far.",12,3811,3.0,False
1775,3.0,So easy to use super clear can't. Beat the price all around great buy,8,2296,3.0,True
2073,3.0,"I was very impressed with the functionality of my Amazon Echo. Very useful to have around the house and for the discounted price, it a steal!",20,1965,3.0,True
3894,3.0,I have a 4 year old boy and 6 year old girl and 12 year old boy no cracks or broken yet yes they have dropped them no case but no cracks yet pretty amazing when they drop it on hard wood floors and still not broke!!,6,3700,3.0,True
3158,3.0,"I was looking for just a Bluetooth speaker to add to my laptop for better sound. When I first listened to Amazon Tap I was so impressed with the sound quality.....then add in all the features it was a no brainer for a purchase! Sound quality is off the charts, Alexa learns more every day, and so do I! If you are a Prime member, this is a must! If you aren't...then you really should be!",17,793,3.0,True
1203,3.0,I really like this product. My Son got us the Alexa Show for Christmas and I wanted one that would turn on lights and other items. So we purchased this because it has the bridge so that you can use it with the Phillips Hue lights. It works great. I have the Show in the kitchen and I have the Echo in my bedroom. I love that it has a great built in speaker. I can have it play my music in both rooms at the same time.....,16,3531,3.0,True
3280,3.0,"This is my third Kindle. The best differentiator is the form factor. Definite improvement over the paperwhite. Also like having the page-turn buttons back. Case is very cool indeed. If you can get past the jump in price (remember you're not having to buy the case separately), it's a quality product to have.",18,3001,3.0,True
1274,3.0,"Easy to set up, easy to use apps are awesome and sounds great!",16,3599,3.0,True
3968,3.0,WAS LOOKING FOR A NEW TABLET. .. GREAT PRICE FOR THIS ONE!,6,1519,3.0,True
2621,3.0,My mom loves the kindle fire hd 8. She had the first kindle and it was time for an upgrade! Great buy for her birthday present!!,2,1831,3.0,True
311,3.0,"Wife wanted this gift and it did not disappoint, it's the next step in Amazon's capabilities, adding visual to the sound that was already there.",4,2599,3.0,True
2197,2.0,This device is a good if you are looking for a starter tablet for a young individual.,14,2697,3.0,False
2920,2.5,"Fought it for a long time, but Kindle is awesome. The newer version with adjustable light is best for me.",20,514,2.0,False
777,2.0,All I really use it for is music. The read downfall is it’s not Bluetooth so it has to be plugged in 24/7,4,1707,3.0,False
1149,3.0,"Love the echo plus. Easy to set up with comparable extras, has simplified so many things in my home. Takes some getting to use to but patience and practice and males all the difference.",16,1240,3.0,True
2961,1.5,Not too satisfied with the sound and it loses Bluetooth connection no matter what phone I use (either Iphone or Android).,17,2334,2.0,False
1260,3.0,My new Echo Plus exceeds my expectations. The speaker's sound is just what I wanted and the included Hue bulb is great.,16,1351,3.0,True
3553,2.5,"This is a great tablet. It has amazing storage. I use mine daily. Great for reading, surfing the web and games. The one small thing I don't like is Amazon prime shows are a bit dark for some reason. Hulu and Netflix work wonderful.",6,3065,3.0,False
2223,3.0,"What can I say, if you enjoy books and magazines it's hard to beat. Not backlit but not an issue for me. I take it everywhere and enjoy this version very much.",20,293,3.0,True
1753,2.5,This kindle allows me to download several books. It easily fits in a purse and is light weight,20,348,2.0,False
654,3.0,I brought my tube amplifier to Best Buy and my Magnolia rep hooked it up to a pair of B&W 700 Series 2 speakers. WOW...It sounded like Etta James was right in the room! Fantastic!,4,1651,3.0,True
179,3.0,What a treat! What’s the weather forecast? What’s the news this morning?? Just about all you need to know - plus Smart home control!!,4,1326,3.0,True
3783,3.0,I like the portability of it. I take it with me when I babysit my granddaughter.,6,449,3.0,True
2943,2.5,Bought as a gift but have not had any issues with products purchased from you,8,38,3.0,False
895,2.5,Device must be studied and practiced with to gain max use of its robust capacity .,4,1790,3.0,False
2940,3.0,easy to use plenty of space for a kid recommend warranty,8,609,3.0,True
3565,2.5,It's not a regular tablet but I just use it to use Facebook,6,1734,2.0,False
3178,3.0,"This little speaker has quickly become a family favorite for portability and music streaming. My kids have quickly learned that Alexa is their personal DJ when hooked up to the Amazon Prime Unlimited Music program. Battery life is great and sound quality is adequate for our purposes. Some audiophiles might not like the lack of bass, but it does the job for our family.",17,1612,3.0,True
4036,3.0,Can't beat the value on this. 5 stars even though it has less apps than the play store.,6,54,2.0,False
3563,3.0,Had a great experience with my Best Buy rep! Great Job!,6,2399,3.0,True
1746,2.5,Has what is necessary for the average individuals needs.,8,3051,2.0,False
4835,2.5,Nice starter tablet for my nephew. Does what we need it to do.,1,1619,3.0,False
996,3.0,I bought it for my family and everyone loves it! Definitely recommend buying one!,16,179,3.0,True
930,3.0,I recommended is very good and practice. Play music is very good quality speaker I see video. I love,4,1917,3.0,True
4687,2.5,I bought the Kindle Oasis for my wife as a 37th-anniversary gift. She enjoys reading and I thought that being able to adjust the text size would be very nice. She tried it for a few days and didn't care for it. She writes notes in the margins and wasn't happy with the way the Kindle did its notes. For just reading I think it would be a very nice product.,23,2492,3.0,False
765,3.0,"This is a great addition to the other Alexa products by Amazon. It works great in the kitchen. Better voice recognition and sound. The onscreen display and information are very helpful. The video capability is watching instructional videos or even playing music videos while working/cooking. It can also scroll personal photos as a picture display.All in all Echo Show is a wonderful addition. Well worth it, especially if you get it on sale.",4,2981,3.0,True
1131,3.0,The echo is great for choosing music and getting information. The voice is very soothing.,16,1132,3.0,True
838,3.0,We bought two of these for the kids. They love them and I now have an echo dot,4,1181,3.0,True
88,3.0,My nephew is going to college next year and we want to give him a gift. Kindle suits it well for him to learn and study.,10,1051,3.0,True
2600,3.0,Bought this for my granddaughter for Christmas. She is special needs and so far she shows an interest in the movies and games included on this tablet. She is able to easily use it with minimum assistance.,14,1847,2.0,False
952,3.0,I bought this for my moms birthday and she loves it.,16,56,3.0,True
3696,3.0,Good tablet. Wife loves it and would recommend....,6,2733,3.0,True
2121,2.5,Was recommended to purchase by a family member who has one who is very happy with it,8,2895,3.0,False
572,3.0,I love all my Alexa's I have the Echo and now for Christmas I got the Echo show. Not I can see my recipes and also connect with my family.,4,854,3.0,True
4197,3.0,Bought this for my grandson. The first one had issues and Best Buy exchanged it. My grandson loves it!!!,5,536,3.0,True
4774,3.0,I am really enjoying my new kindle fire hd 8. The picture is awesome even for a movie. I use it mostly to read with an occasional game or movie too. Colors are great and the size of the screen is very nice. I have a 7 inch fire and there is enough size difference for movies etc to make it worthwhile. Plus there was a great black Friday price.,9,368,3.0,True
618,3.0,"this is pretty cool, we love ours, we listen to music and the sound is great, my kids are always asking her questions, we can call on it, set reminers, timers and alarms for us it was worth the price but one thing I dont like is that it nickles and dimes you, like even though I have a prime membership, all music is not available , I had to pay to upgrade to be able to listen to everything and it doesnt stop there, even though I upgraded it ,if you purchased the dots not everyone can play music at the same time, to do that youll have to pay to upgrade again. but even so I dont regret this purchase and the whole family enjoys it.",4,509,3.0,True
3388,2.5,"She hasn't used the it yet, but my son did a quick check and it seems just fine.",6,1630,3.0,False
2154,2.5,This tablet is on the smaller side but works for me.,8,915,1.0,False
1467,3.0,This is one of Good item bought for my 2017 Thanksgiving deals,16,591,3.0,True
3921,2.0,the amount i paid for the tablet is worth it on sale.,6,539,3.0,False
3740,3.0,"I have an LG tablet but picked up this one for my Dad and after messing with it for a while it's very nice,. I think I like it more the my LG g pad!",6,1148,3.0,True
4802,3.0,This was a Christmas present. The person that received it was very happy with it.. She has other Kindles but this new one is an obvious improvement over the previous ones.,9,3569,3.0,True
589,3.0,Can use many differents apps from the Echo Show. Awesome product!,4,3654,3.0,True
2368,3.0,"Grandson plays outside with it Love that it has the protected case Plays games with the other kids,",14,3229,3.0,True
1199,3.0,Works great. Can’t wait to find all it can do for me.,16,1438,3.0,True
4386,2.5,Good for pleasure not for work. But good value for what you pay.,5,1355,2.0,False
3794,3.0,"I am an avid Amazon user for shopping and tablets, I bought a different model for my younger brother and now purchased this one for my grandparents and they love it!",6,2192,3.0,True
2652,1.5,I bought this tablet for my son and I don't like it. The touch screen is very poor quality. It's hard to move things around on it when he is playing a game. He prefers my iPad than to use his own. I know the iPad quality is probably the best quality but it's way under that! Very frustrating. Will be returning it.,14,796,2.0,False
3371,2.0,I have a Paper White 1 and 2. Honestly it is difficult to justify double the price value. I certainly like most added features but not sure its worth the extra money. To note it operates great just not sure its worth an upgrade to the latest greatest.,3,1929,3.0,False
2748,3.0,"Had to get this tablet it was a great price and came with free amazon movies for a year, I just had to change the case.",19,1557,3.0,True
3181,3.0,Want to try one and Best Buy put up the best price. Th tap is good for usage on the wifi network. Use it to play music outside around the house.,17,1057,3.0,True
111,3.0,"I bought 2 of these for gifts. I love my Echo and think the new one will be incredible too! After the holidays, I will buy one for myself!",4,1574,3.0,True
1320,3.0,"Love this product, super easy to use and able to have a lot of fun with this with entertaining guests and ourselves.",16,787,3.0,True
3108,3.0,"Do you spend lots of time on Amazon? Do you like listening to music anywhere in your home? This is the device for you. Even after a month of having the Tap, I'm still learning what all I can do with it verbally. Play genre of music in the HUGE Amazon library. I even have ordered items directly from it. One last feature I want to share is that it provides accurate weather information; current and forecast up to a week.",17,2015,3.0,True
257,3.0,"Having 3 amazon echos I had to pick up these to add to more rooms. These work best in the bedroom or kitchen. Video display is bright. Video calling is a great addition and is flawlessly, get them when they go on sale",4,2408,3.0,True
2522,2.0,it was great for reading but the lag time for loading videos was a little bit longer than an iPad,14,276,3.0,False
2391,3.0,Easy to navigate. Daughter loves it. It's lightweigh and its just what she needed for this avid reader.,20,340,3.0,True
3082,2.5,"The Tap is a great portable speaker with fantastic sound. If you press a button then you can connect to Amazon Alexa and she can play your music, answer questions, etc. Downgraded one star because there is supposed to be a hands free option for Alexa but I haven't been able to get it to work. Still great to be able to take this around the house vs Echo which is tied to the plug.",17,3273,3.0,False
1674,3.0,So read reviews on a few tablets but honeatly felt this was the one for my kids bought it and sure enough it was it best apps for kids especially reading for kids amazon did a good deal on this and if you have prime it links up with your account for videos too,14,464,3.0,True
2541,3.0,Got this for my 2 year old granddaughter for Christmas. She plays on it till we have to recharge it! She loves it! Great little tablet with a host of capabilities.,14,2109,3.0,True
893,3.0,"This Amazon Echo is very user friendly, and provides hours of entertainment, with anything from recipes, news, videos, and Amazon music with the lyrics is like having your own Karaoke.",4,403,3.0,True
673,3.0,I am so happy to have the Echo Show. I have been able to listen to Christmas songs and some country western music. It has so many other things to do with it that I can not wait to try some.,4,2671,3.0,True
3070,3.0,"We have bought two Taps, one for ourselves and one as a gift for our son. We love the portability of the Tap. It's perfect for our deck. Our grandchildren love it, too.",17,683,3.0,True
2765,3.0,The Fire HD8 strikes an excellent balance between performance and price. It has many of the features you'd want in a tablet for a fraction of the cost. Works flawlessly for reading and video streaming.,12,2381,3.0,True
3974,3.0,Great little tablet for someone who is always on the go.,6,1963,3.0,True
3147,3.0,Great sound and functionality. Minimal kinks in programming. Love it for my bedroom.,17,3469,3.0,True
1755,3.0,Got it to gift to my friend. Absolutely loved it. Good value.,20,2375,3.0,True
1658,2.5,"Just installed, but like it so far. The picture is clear and the price is affordable.",8,2945,3.0,False
4440,3.0,"I bought two of these as a birthday gift for my niece and nephew. They absolutely love them. They use it all the time to play games and music. Great deal, great price LOVE ITL:)",5,2856,3.0,True
2753,3.0,My 6 and 4 year old boys love it and so do the parents,14,1558,3.0,True
3797,2.5,Great 8 inches tablet with and amazing storage for apps.,6,2886,3.0,False
1946,2.0,"Wish it was a bit faster loading and browsing, but functions as you would expect for kid friendly product. I would spend the extra money next time for a tablet designed for adults but had strong parental controls",19,2858,1.0,False
4591,2.5,This tablet is on the smaller side but works for me.,5,915,1.0,False
1136,3.0,I love Alexa...She has become my best friend. Thanks,16,2072,3.0,True
175,3.0,I recently purchased the Amazon show. It was easy to setup and use and I also added my own specialty screens and home screen. Extremely glad I bought it.,4,2129,3.0,True
2820,3.0,"these tablets work wonders for my needs, i didnt need a tablet to work, only for web browsing and play some games. nothing fancy, this tablet fits perfectly for that. and the price...pff perfect. ! you wont find this quality cheaper.",8,2404,3.0,True
2849,3.0,Great product easy to set up and use my child loves it,19,424,3.0,True
4322,3.0,I bought this tablet for my grandson and he absolutely loves it!!!!!,5,3306,3.0,True
2526,1.0,"I didon't care for this tablet, downloading apps outside of Amazon was really confusing.",14,3412,1.0,True
3661,2.5,"the tablet was on sale for a good price, and they had enough in stock for the CHRISTMAS season> grand children were thrilled.",6,166,3.0,False
1399,2.5,Added Alexa hub and expanded the lighting capabilities. Easy setup and it works like a charm. Looking for more devices to add to the mix!,16,1164,3.0,False
1213,3.0,It works great and is easy too use. The salesman was a tremendous help.,16,964,3.0,True
4108,2.5,"Great tablet, fast & reliable. Only downfall is having to pay to remove adds.",6,1491,2.0,False
2902,3.0,"I was pleasantly surprised to see the Kindle for sale IN the store!! I love my Kindle, especially since I was able to expand the memory! I love that it's portable, to be honest, when given the choice, I find my self on my Kindle over my laptop.The only thing I can complain about, is why in the world Amazon choose s to make it nearly a miracle to find a case for its most popular model?????If you don't have a Kindle, you don't know what your missing!!",8,821,3.0,True
1735,2.5,"It's a good tab for the kids, keeps them busy. Wish the speed was faster.",14,1994,3.0,False
305,3.0,"Alexa Show is really well put together. The main reason for my purchase was to create my own 'surveillance system' linking my Ring Doorbell, and Ring Floodlights to view on command by Alexa on the Show Screen. Yes, you can talk to it, and get results for almost any query, but with the show, you get a lot more. The touch screen is great for video calls, especially when you install the Alexa App on your family cell phones. Alexa can scan items via UPC and order them on Amazon, or tell you where to get them. The recipes you ask for are not only spoken to you, but SHOWN to you. Also, when music plays, you can see the lyrics on screen (If you use Amazon Music to play the music). You can ask for a news briefing, and you SEE the news, highlights, etc. The speakers aren't quite up to the same standard as the echo series, but it's close. The sound fills the room nicely. When the Echo Show is not being immediately used, the screen shows a picture of your choice, making it a digital frame too. Overall, the device is very nice, and they are constantly releasing new skills for Alexa to use, so it seems like there is always something new to wow you. Turning on and off lights, adjusting your thermostat, playing music, viewing security cameras are all just the standard duties, there is WAY more to do with this device!",4,2627,3.0,True
1517,3.0,"Bought 2 as Cristmas presents for my nephews. Both, ages 10-13 had them up and running within 20 minutes. Had fun asking questions and adjusting the Philips light bulb to different brightness levels. All in all it was a hit.",16,2767,3.0,True
4417,3.0,She love it. She said it easy to use.She love it very much,5,3209,3.0,True
163,3.0,"I previously owned a Nucleus device which was similar to this device but was not a great device and had a lot of bugs and did not do much so I returned it. This device is a masterpiece! Not only is it tied into the Alexa Echo universe, it can be used as an intercom throughout your house with other Echos and also can be used to view things and even call people that have Echo directly. It is an amazing piece of hardware and Amazon should be proud of themselves for developing such a beautiful device!",4,798,2.0,False
188,2.0,I’ve asked itquestions and answers were unknown and could not help me,4,3737,1.0,False
4029,3.0,It reads my textbooks to me while I play card games. Why did I wait so long to buy this thing? I should add that I am an Amazon Prime member so that might be needed to take full advantage of this feature. Cortonna will read all of my books to me. I didn't have to upgrade my books or pay extra per book.,6,2604,3.0,True
521,2.0,Only download was very slow and echo show didn’t make it worth having as a stand alone,4,491,2.0,True
4278,2.0,It's an ok tablet because you need to have an Amazon account in order to download free apps,5,3609,3.0,False
1556,2.5,"pretty convenient to have another cable to charge the kindle,, great price and ready to have it on hand",13,1331,3.0,False
2989,3.0,Great product for when you are on the go.great sound,17,1240,3.0,True
4345,2.5,Got this tablet for my 7yr old daughter and it has been great for her. It's the right size for her little hands. Only drawback is the you can not get google apps on it. Apps have to be from Amazon and they might not have the app you want.,5,100,3.0,False
3601,2.5,"Gave this to my sister-in-law for Mother's Day. Its a great entry level tablet. She loves using it, especially for games.",6,2277,3.0,False
2654,2.0,Good tablet for kids. Lots of appts to download for games,8,3008,3.0,False
4265,2.5,We already had a tablet for our son and it was time to get one for our daughter. They are a good learning tool.,5,10,3.0,False
3032,3.0,"I love my Echo Tap! I have my own personal alarm, informs me on today's weather forcast and local events. Great purchase.",17,1067,3.0,True
1460,3.0,Love how it hooks up to lights. And can play any music,16,2229,3.0,True
2750,3.0,My daughter loves this tablet. She drops it and it keeps going. she can't put it down.,14,2423,3.0,True
1534,3.0,"This is a great way to begin making your home a smart home. Easy to set up, built in hub, easy to use.",16,3134,3.0,True
2376,2.5,"This is well constructed for kids. My biggest reason I don't like it is it asks for a credit card, for a kids tablet. I suggest you buy a prepaid credit card or a Amazon gift card for game purchases!",14,6,3.0,False
2325,2.5,"Good e-reader, with an improved design, light-weight",20,1437,3.0,False
347,3.0,I bought the echo show for my mom for her birthday and she loves it! We use it all the time.,4,2061,3.0,True
1552,3.0,Love this base for charging my kindle. You still need to use a good cord for most effective charge. With a good cord and this base your kindle will charge in under 30 minutes.,13,1875,3.0,True
1410,3.0,"Works well, and the speakers decent! Sounds much better than the 2nd generation of the Echo.",16,343,3.0,True
985,3.0,I need to buy all the additional parts but it’s great,16,3795,1.0,False
1686,3.0,Great tablet for reading and game play. Color is great.,8,2578,3.0,True
4583,3.0,"Amazon keeps getting better. Tablet now has option to move icons, set wallpaper and more. With added SD card option, is even better.",5,2502,3.0,True
3868,3.0,I love this tablet. The size fits perfectly in one hand. The display is wonderful and the loaded apps have me reading again. It is the absolute best!,6,24,3.0,True
597,3.0,"I already the Echo Dot and saw Amazon advertising for the new show over the summer. Got it as a gift and personally I love it. The speakers and sound from it are great. Plays the lyrics for any songs you have going, so you can karaoke without sucking now. Also displays the time, since I got rid of cable and no longer have that it is nice to have a clock in the living room. Very easy to interact with!",4,1646,3.0,True
4572,3.0,"I can read books, listen to books, go on facebook, shop, search the web almost anything on my brand new Kindle Fire!!",5,660,1.0,False
1151,2.5,Great product. Didnt realize it’s compatible with different items,16,1765,2.0,False
1687,2.5,My grandson really enjoyed this product. Good deal.,14,3293,3.0,False
997,3.0,"I gave as a gift to my kids for Christmas, they are enjoying Alexa.",16,1967,3.0,True
64,3.0,I purchased this product because I love to read and buying books got costly. With this product I can read all I want for 10.00 a month,10,1194,3.0,True
2555,3.0,"I bought this device recently for my daughter, she likes it very much. She learning new things. I also gifted this device to my friends Son.",19,2470,3.0,True
1072,2.0,It is an ok device but I find Google home to be better and more promising in the future,16,829,2.0,True
2854,3.0,"Great choice, battery life outstanding, many kid friendly features.",14,414,3.0,True
240,3.0,"The Amazon Show is a great addition to the Smart Home, easy to set up and to link up with a hub.",4,3358,3.0,True
3890,3.0,Was a present for my 14 year old grandson. He was very pleased.,6,333,3.0,True
3769,3.0,I love this kindle works great for me I will be ordering another one today for my wife.,6,1087,3.0,True
1414,3.0,Still learning and figuring out all it can do for me!,16,133,2.0,False
1397,3.0,I love my Amazon Echo! Alexa is compatible with all of my technology and super easy to use. My favorite is the ease of making a grocery list and having it in the app instead of forgetting my list at home.,16,3466,3.0,True
4273,3.0,nice size screenlike feachers included storage very goodexcellent color clarity,5,670,3.0,True
4615,3.0,"Easy to use, good battery life, great back lighting.",21,1396,3.0,True
1986,3.0,My old kindle had no camera and was much thicker. This one has a great camera and is much slimmer.,8,469,2.0,False
885,2.5,Alexa can make you crazy but it’s worth the aggravation.,4,1598,3.0,False
701,3.0,I love my Echo Show! Easy to set up! And fun to use!!,4,2452,3.0,True
256,3.0,Facilitates easy home set-up of many Smart devices.,4,780,3.0,True
1843,3.0,Our grand kids really love this tablet and it has a lot of app options.,14,3599,3.0,True
3190,2.5,Got this laptop for an in-bound college student. Best option that I found.,7,1898,3.0,False
