,reviewId,rating,hum_testimony,testimony,itemId,userId
568,4719,5,pos,I bought this as an affordable alternative to the iPad mini. I liked the expandable storage option and size. Super easy to use. Unfortunately granddaughter wanted and iPad mini to go with her other apple products. So I ended up returning it. In hindsight I should've kept it for myself.,22,3582
569,2061,5,pos,Tablet works will with Amazon video on our smart tvs as well as the firesticks.,7,406
570,2097,5,pos,"Bought online for my granddaughter and she loves it, I have to get one for myself after seeing the quality of the picture,",4,3361
571,1809,5,pos,Upgraded from a galaxy tablet that was 4 years old. So worth it.,4,2733
572,1577,1,neg,"Cumbersome, complicated and not kid friendly..... went with Apple, suggesting you do too.",16,2218
573,4899,4,pos,"Cons:Isn't compatible with some of my Google apps that I use daily.Does not operate the latest Facebook updates.Camera image quality is poor.Pros:Smooth interface, user friendly.Good battery life.Supports kids' separate profiles so that it may be shared by family members.Easily syncs with other devices.",14,3710
574,4158,5,pos,The best tablet for the price i use it everyday to watch youtube videos,5,154
575,3587,5,pos,Great tablet for streaming ! good internet connection along with a nice display,5,3466
576,4959,5,pos,I love my Kindle! It's perfect for reading my favorite books!,14,3492
577,3735,5,pos,This product is easy to use. Screen size is great. Would recommend to anyone.,5,3737
578,4027,5,pos,"needed a tv in our kitchen, wasn't looking for huge or fancy for this. so the 32 inch was perfect for us",5,568
579,2590,5,pos,My 2 year old granddaughter carries her tablet everywhere. She loves it.,16,2581
580,4742,4,neu,"A little more complicated than my original kindle, but I lIke it.",22,3647
581,4866,5,pos,Bought it for the grandkids for Christmas. Like the parental controls!,15,3706
582,1722,5,neu,"This is a great tablet for kids as it is not too expensive and there is a 2 year warranty. If it breaks within 2 years, they replace it. My 4 year is very rough with things. My husband was letting him plug the charger in by himself and jammed it into the tablet, causing the charging port to break. I had no problems getting it replaced.",16,856
583,2466,3,neg,There is nothing spectacular about this item but also nothing majorly wrong with it. The biggest flaw is that this is geared to kids and there is no way that I have found searching settings or online to lock the touch screen so that a video keeps playing if the child hits the screen. This means lots of times helping get back into the movie or show rather than just relaxing like an iPad can do with guided access activated.,7,2880
584,2635,4,pos,It's a very good tablet for your child everyday use,4,2710
585,2312,5,pos,This is a great tablet for the price! Love the pink color!,4,1028
586,2882,5,pos,"Great choice, battery life outstanding, many kid friendly features.",16,1290
587,4204,5,neu,"No complaints. I just wish it played .avi, but that is not really a huge problem",5,3614
588,3840,5,neu,whats to say.................................................it's Kindlelishous!!!!!!!!!!!!!,5,2957
589,2765,3,neu,This tablet is grrrrrrreeeeeeeeaaaaaattttttt for the children!,16,37
590,3897,4,pos,A gift to my 3 year old grandson. Great graphics and sound.,5,960
591,4930,4,pos,Nice starter tablet for my nephew. Does what we need it to do.,14,1730
592,2954,5,pos,This is the 3rd one I've purchased. I've bought one for all of my nieces. No other case compares to this one. It has held protected the tablet so many times from them dropping it.,4,3384
593,3465,5,neu,I read the online reviews and compared products. Same price here as on Amazon.,5,3189
594,2848,5,pos,"these tablets work wonders for my needs, i didnt need a tablet to work, only for web browsing and play some games. nothing fancy, this tablet fits perfectly for that. and the price...pff perfect. ! you wont find this quality cheaper.",4,825
595,4944,5,neu,its a nice tablet for the basic uses i need it for such as apple tv and killing time with games.,14,287
596,2955,4,neu,My only problem with this tablet is if you don't have internet you lose the pictures of the games you have installed and you have to guess to open them.,7,3393
597,1706,5,pos,Small and easy to use for children when traveling.,16,3616
598,3276,5,pos,"This was an Xmas gift for my wife. She had wanted a pad of some sort but I just couldn't afford an Ipad so I looked at the Fire as an alternative. First the screen size was just what I wanted. Second the price was very reasonable. Third it had functions and capabilities that were suitable for my wife's skills and needs. She absolutely loves it and I actually got a compliment on my present giving. That don't happen very often let me tell you. I will recommend this she's pleased I'm pleased what else do you need?  My son was able to piggyback off of this gift, and purchased her the cover to go with it. So it really worked for my family. And I made my wife happy .",8,2785
599,4951,5,pos,This product is great! It is great for those that enjoy using it for reading but also for entertainment. It is the perfect size for sitting in a coffee shop or on your couch to read a book or watch your favorite tv show.,14,2402
600,3864,5,pos,"Gave as Christmas gift,and wife loved it. She has not put it down since she has gotten it.",5,3274
601,2698,4,neu,It takes a little getting used to if you are used to Android,16,1387
602,2789,5,neu,Child loves it. Can be used for more than just a time killer. Can learn from it.,16,2532
603,2579,5,pos,This is really very comfortable and easy as well as strong for toddler my baby really enjoy using this amazon fire kids,16,3400
604,4113,4,pos,Currently setting everything up on it but so far so good.,5,108
605,3311,5,pos,"I wasn't offer the warranty, but I enjoy it a lot.",8,3157
606,3622,5,pos,I really enjoy my amazon. It is getting easyer to use and I am finding new apps every day.,5,2670
607,2300,4,pos,"This tablet is perfect for my mom. She primarily uses it for playing games, the calendar and taking pictures. The camera is a decent camera for a 7"" tablet. Hopefully she'll use it to read books and magazines as well.",4,709
608,3853,5,pos,"Nice size screen, clear and clean picture with plenty of storage",5,359
609,3542,5,pos,great tablet for a great price and size. Would highly recommend !,5,1083
610,1710,5,pos,"Great tablet for the grandkids, they love it great item",16,3547
611,3871,4,neg,For the price guy cannot beat it great for watching videos or streaming television.,5,2955
612,2222,4,neu,"This was a gift for a 4 year old who was enjoying it immediately with very little adult assistance required. Haven't used it myself, but probably won't, its for kids! Good purchase.",16,3411
613,2220,3,neu,"I bought 2 of these tablets for my two youngest children. They had a lot of options to chose from as far as children apps go, but they were already familiar with the iPad since they stole mine all the time. Lol. That made it hard for them as well as myself to figure out how to use at first. Besides that, it's a good product.",16,3614
614,1795,5,pos,Purchased as a birthday gift for grandson and he LOVES it.,16,3127
615,3236,4,pos,Very easy to use and does everything I need it to do. Would have given it 5 stars but it hasn't changed enough from the last Kindle that I purchased several years ago.,8,1525
616,4974,4,pos,It great just a little small then what I would like it have been,14,327
617,3817,5,pos,I purchased this tablet mostly for entertainment. I enjoy playing games and this tablet is great for that purpose. Also plan on using it for reading electronic books.,5,1952
618,2512,5,pos,I bought this tablet for my two yr old granddaughter for Christmas and she loves the games and camera. Works great. Glad I got it for her.,7,1566
619,2945,4,pos,My order came on time and great price. This item is a gift for a family member.,4,1064
620,3432,5,neu,I got this kindle because I broke my Fire 7'. It took some getting use to since the screen was bigger but overall it was a great purchase.,5,544
621,1971,4,neg,"Product was purchased for 6 year old. Very excited to use. Had a hard time navigating initially. Battery life not as expected(too short). Short charging chord. Charging port at tablet site, easily worn. Very positional when charging when plugged in. Will stick with Apple products for now.",16,1650
622,2042,4,pos,"Perfect for development if you use the parental controls properly by setting time limits, goals for reading vs. game play, etc.Durable, reliable, perfect for when you need a few minutes of quiet time. Charger provided was flimsy, but any mini-USB works better.",16,989
623,2713,5,pos,Kid prof and comes with free books and games I like it,16,1469
624,4010,4,pos,Got this for my wife and she loves it. She had the previous generation and this one is a giant keep forward.,5,1906
625,3440,5,pos,Got this tablet for my mother and liked it so much that I went and got one for myself! It runs fast for what I use it for!,5,287
626,3941,5,pos,"Smartphone works on the job for me, but with the Fire I can read instructions and worksheets. It is a useful tool for connecting with both friends and colleagues. 8-inches is the right size for holding in hand and carrying with you. Gives me the information, beats printing everything out, or carrying around a large laptop.",5,2019
627,2858,5,pos,Quality comes with apps installed durrible love the case,7,1446
628,2737,5,pos,"I was looking for a tablet for my 5 year old. This tablet was definitely worth the price and it's not a ""kiddie"" tablet, as she calls them.",4,3640
629,3578,5,pos,Nice upgrade from my old kindle. I like it very much.,5,2749
630,1883,5,pos,I got the Amazon - Fire - 7 - Tablet - 16GB - Blue for my 9 year old granddaughter. It is user friendly and she is able to navigate and use the tablet with ease. It is a great tool for her in school work since there are numerous apps. she is able to use for multiplication and division facts. A great product!,4,3613
631,2217,4,pos,"Great little tablet, easy to use for kids. Wish the battery was bigger. Overall not a bad purchase.",16,1907
632,2500,5,pos,I really like that my child is engaged with all of the different apps we have downloaded.,7,425
633,3698,3,neu,I didn't do any in depth research on this particular tablet. The price and speed were good for what I wanted it for. My only con is not being able to clear the home screen of apps or relocate them so I can see my personal home screen picture.,5,3068
634,3562,5,pos,The 8 is bigger and lighter weight than my old 7 and the battery life is longer. It also has more storage and a camera. Love it!,5,2195
635,2566,5,pos,I love the preloaded apps. There are 1000 to choose from for all ages. The book selection is expansive. My 3 year old plays with it everyday. Its great for trips in the car or just being around the house. Great Buy!!! I enjoy playing with Alexa....ask her anything and she has an answer.,16,2514
636,2744,5,pos,Great product. Highly recommended. Great value and great price,4,620
637,3490,5,pos,My daughter loves this tablet! She plays multiple games and has taken video. Easy to use and the color is very vivid!,5,195
638,2430,4,pos,"I love everything about it, except the glare. Great product though, easy to use, great movie quality as well. I just wish I could read it on the beach.",4,781
639,2722,5,pos,Tablet is very easy to use and navigate the internet,4,3682
640,4186,4,pos,Wanted one that played bejeweled blitz. This one does not.,5,3249
641,1862,4,pos,Perfect for what I need to use it for movies etc great for a gift,4,697
642,3896,4,pos,One of the best tablets. Good for watching YouTube and reading as well.,5,2515
643,3309,5,pos,I really like the auto on off feature. Volume control could be more ergonomic.,8,2909
644,4852,4,pos,"I was looking to upgrade from my old Kindle reader and stumbled on the Fire HD which is not only a reader but a tablet as well. Fairly easy to use. I really only needed to read books but how have a tablet as well. I wish it supported all google play apps and not just Amazon apps but I can check email and get to the web so it serves the purpose. But...when I want to read in the middle of the night, getting to the web can be distracting.",13,1880
645,3821,5,pos,I like the portability of it. I take it with me when I babysit my granddaughter.,5,180
646,3989,5,pos,"I bought this for my grand daughter when she comes over to visit. I set it up with her as the user, entered her age and name and now Amazon makes sure that she only accesses sites and content that are appropriate to her age. Simple to do and she loves the capabilities. I also bought and installed a 64gig SD card which gives this little tablet plenty of storage. For the price I think this tablet is best one out there. You can spend hundreds of dollars more for additional speed and capacity but when it comes to the basics this tablets does everything that most people will ever need at a fraction of the cost.",5,391
647,3837,5,pos,The tablet works great so far. The parent features are nice also.,5,3133
648,1654,4,pos,I bought this tablet for myself because I bought the 8 gb one for my 6 year old and was so impressed with it that I bought myself the 16 gb one,4,2680
649,4162,5,pos,"Hoping for an updated hdx kindle, but settled for this. Enjoy the expanded sd slot.",5,3273
650,1814,5,pos,The amazon fire tablet is awesome..my kids love it,4,1982
651,2229,4,pos,"Here are my pros and cons thus far.PRO:Perfect size for Ebooks, and web surfing to alleviate strain on the eyes from my 5"" phone displaynice sturdy casing that gives it a nice heft but still weighs in as one of the lighter tablets on the marketChild Accounts- Amazon allows you to set up this tablet with age restricted access for kids making this a low cost piece of tech that is perfect for school kids and allows mom and dad to ration the amount of time lil Johnny can play Clash of Clans and how much he can hit the ol' Visa card for.Battery life thus far; wife was on it for about 5 hours last night and battery was at about 46%Kindle Integration -this goes without saying but having my ebooks and audible books synced to the tablet is awesome and my Kindle books look great",4,1607
652,4885,4,neu,"A little more complicated than my original kindle, but I lIke it.",13,3647
653,2190,4,neu,this was purchased for my granddaughter for her birthday,16,3559
654,2472,5,pos,Very user friendly and straight forward instructions great for all ages,10,2065
655,4119,4,pos,I bought it as the display for my Echo. Turning on Voicecast routes information to the tablet with the voice reaponse. It'S been exactly what I hoped it would be and the price was right.,5,171
656,2327,5,pos,I bought this for my grandson and he loves it. great,16,1703
657,2834,5,pos,The Apple Watch is great. I am very happy with the purchase.,4,636
658,4046,5,pos,"The best product for the money. East to use, great color, great features. easy to set up and battery life is great.",5,3201
659,2177,5,pos,Nice device I like to use it to read books online.,4,345
660,1874,5,pos,"I would recommend this to all of our friends and family. It's worth every penny. Good warranty, comes with a free subscription, works quickly and is very durable!",16,2694
661,2294,4,pos,Love the choice of colors. Have two kindles of my own and purchased this for a gift.,6,663
662,4012,5,pos,Great little tablet for someone who is always on the go.,5,2851
663,3776,4,pos,"Just decent tablet... working fast, but it needs more language support and apps as well...",5,3105
664,4101,5,pos,The device is a good item and I really recommend to everyone,5,3616
665,3302,5,pos,Very nice. Easy to use. Got it to use with Amazon prime. Great combo.,8,3479
666,1899,5,pos,"Easy to use, handle and screen is perfect for a toddler.",16,1176
667,4725,5,pos,I love the tablets HD picture is beautiful. The fire tablet is very fast to load and is easy to use. Great tablet.,22,3757
668,4857,4,pos,"Bought 2 of these for my 6 and 8 yr old and it said it came with 32gb storage but actual storage was a little less, cant remember exactly how much probably around 20gb with the other necessary programs that come already pre-installed. They mainly use it for games and have downloaded many games on them. There is room for external storage and it also has a front and rear camera. love the product. comes in different color as well. I got the blue!",13,2163
669,4832,5,pos,Had a prob with original one I purchased and Bedt Buy replaced it hassle free,15,908
670,3998,3,neu,It's unfair for me to rate this product cause I have not even taken it out of the box to set it up.,5,1165
671,2787,5,pos,"Works better than the 7"" Amazon Fire tablet I have. Better screen, faster processor and bigger to boot.",10,157
672,1931,4,pos,Wanted something with a kids mode on it so we could limit time and content. This works. Saw it for a really low price so couldn't resist otherwise we would have gotten the padded kids version.,6,2333
673,3442,5,pos,Definitely an amazing deal at an amazing price on Black Friday weekend,5,853
674,3968,5,pos,Kindle Fire HD8 is great! Love the the size and the graphics. Easy to use and navigate. Perfect gift for mom!,5,205
675,4166,5,pos,"I was surprised on how easy it was to use. I bought it for my mother and she totally loves it, and I do too!",5,2828
676,1757,4,neu,Has what is necessary for the average individuals needs.,4,3080
677,3462,1,pos,horrible...just like the other 7 i have owned ONLY due to warranties,5,3162
678,2567,5,pos,Got this for my 2 year old granddaughter for Christmas. She plays on it till we have to recharge it! She loves it! Great little tablet with a host of capabilities.,16,1030
679,1922,5,pos,"Bought it as a gift, wife loves it. Plenty of memory and available apps.",4,3338
680,1889,5,neu,The tablet is okay.. my daughter uses it most of the time.,16,1999
681,2352,4,pos,"great kid friendly product, hours of enjoyment for all.",6,50
682,3425,5,pos,This is a great tablet for the price. I have one that I purchased a few years ago and use it much more than my laptop. Recently purchased two more for gifts.,5,1294
683,1581,5,pos,I am using it for my 3 year old and she loves it..,4,2534
684,2604,5,neu,"This new Fire tablet with 16 GB of internal memory is an upgrade from my older 8 GB version, allowing more storage of books, movies and apps.",4,2473
685,3336,5,pos,"Great size, easy to use and it has a sleek look that is attractive.",8,1834
686,2320,4,pos,Needed a tablet for games and apps for the elderly. Great choice,4,2016
687,2843,5,pos,This tablet is for my daughter and she absolutely loves it!,7,2561
688,4869,5,pos,I am really enjoying my new kindle fire hd 8. The picture is awesome even for a movie. I use it mostly to read with an occasional game or movie too. Colors are great and the size of the screen is very nice. I have a 7 inch fire and there is enough size difference for movies etc to make it worthwhile. Plus there was a great black Friday price.,13,2739
689,2808,5,pos,"I got this for my kid, because it is tailored for kids. They liked it and it worked.",7,409
690,3643,4,pos,It's very good product and I recommended this to buy it.,5,2844
691,2114,4,pos,This is a good tablet for my son to use to play his games.,4,2131
692,2218,5,pos,I bought this tablet for my grandson and he absolutely loves it!!!!!,4,3327
693,2939,5,pos,My niece loved it! I love that it is designed especially for kids. She,7,1361
694,4924,5,pos,"Bought this with the intention of reading more, it serves it's purpose! I will be purchasing another one soon for my nephew, for his books and learning games.",14,3004
695,2474,4,pos,Great Tablet for children...comes pre-loaded with lots of applications for loads of entertainment for younger children. It also comes with a 2 year warranty at time of purchase.,16,1976
696,4117,4,pos,"This tablet is not a high-tech state-of-the-art Speed Demon, but on the other hand it is more than good enough for daily use. The two biggest benefits to me are that it now comes with Alexa built in, and, you can download Amazon movies to the device to watch offline, for example on an airplane. These two features alone make it worth the very reasonable price.",5,2061
697,2506,5,pos,I bought 1 a year ago for our oldest kid. Came back this year and bought two more. Built really well. This is the best choice for a kids tablet.,16,2035
698,3807,5,pos,I love this kindle works great for me I will be ordering another one today for my wife.,5,3444
699,2298,5,pos,This was a Christmas present. The person that received it was very happy with it.. She has other Kindles but this new one is an obvious improvement over the previous ones.,6,3776
700,4114,5,pos,"Perfect for teenage tablet, perfect for homework!!",5,1288
701,2112,4,pos,Got tablet for my daughter..love everything about it and how easy it is to use.,4,955
702,3984,4,pos,"I got this for reading books, I still like ipad better though.",5,3481
703,2521,4,pos,Amazon free time great for small kids to get entertained,7,2178
704,2976,5,pos,We gave this tablet to our nine year old Grandaughter for her birthday. She loves it and we feel it is very sturdy. That is a very good thing when it comes to tablets and children.,16,1393
705,2638,5,pos,I bought two of these for my granddaughters and they are very easy to use and they love them.,16,638
706,4998,5,neu,"I had some thoughts about getting this for a 5 year old, but if you get the screen protector and a case I feel it will last a long time.",14,1953
707,2165,5,pos,This has the all speed and storage I needed for my preschooler. The case is soft and light and I can tell it will protect the tablet really well. I really like the ease of getting to the kid-friendly apps and videos. Has easy to set up parental controls.,16,1109
708,4877,4,neu,"A little more complicated than my original kindle, but I lIke it.",15,3647
709,2259,5,pos,"bought this as a christmas gift for our son, it holds a lot of games and is very easy to use",4,1675
710,4964,4,pos,This is a great little tablet for my son. It is easy for him to navigate through and it also has parental controls . I can control how long he uses it and what he reads.,14,3428
711,1717,5,pos,"Bought it for my wife and I haven't heard any complaints, so I think it's great. If she's happy I'm happy",4,3044
712,4191,5,pos,Very easy to use tablet. Lots of apps and game available.,5,1626
713,1963,4,pos,"I mainly bought this so my daughter and I could skype daily, but the free time by amazon has proven to be very helpful for kids. The big foam cover is awesome if you have a destructive kid.",16,1293
714,2438,4,pos,"I was worried that it would have lag, but it didn't. I got this to replace my Kindle paperwhite (Which I still LOVE), because I wanted to be able to listen to the audio on the books as well. IT's a great little tablet that does so much of what I wanted it to do. The stand by time and play time are better than I thought they would be as well. I LOVE the blue light filter, although that takes time to get used to it if your not already accustomed to that sort of thing. The only other thing I really don't care for is the fact you can not easily add Google play store.",4,2212
715,3295,5,pos,"I love it!! It can do it all!! Beautiful color graphics and in no time at all, I can watch a movie or play games or read my favorite novel. I love it!!",8,839
716,4173,5,pos,We got a great deal on Fire HD 8. My kids love playing on it.,5,2253
717,4040,5,pos,I gave this to my 6-year old for Christmas and it has been the perfect gift. Great price point (compared to an ipad) that can function for exactly what she needs.,5,595
718,4118,5,pos,I bought this tab for my daughter's birthday.its got a good screen and sound for the price. I also play for the children's app freetime which is perfect for her.,5,2820
719,1704,5,neu,It's a good tablet for kids the only thing I really don't like is the fact that you need to put in a credit card to be able to get apps but other than that is ok,16,2547
720,2484,1,pos,"The reviews on this on Amazon seemed awesome. Little did I know that there is a chronic problem with the port on these tablets. We just bought this for Christmas and went to charge it for the first time. Nothing. We already loaded (and paid for) several apps, and now we're out that money. Also the charging cord that came with it appears it has been used before - there's some wear at the edge of it. So I went online to see if I could find this issue and there it is - everywhere. This is a problem that has been around for years, but Android - who is the ultimate culprit, has failed to fix it at the source. When you plug in the charger, there's no 'click' so you know it's in place. It just slides in and out. We've had Apple products for several years and never had an issue, then the first Droid product we purchase can't even be charged from the beginning. This will be going back to BestBuy - and will buy another iPad Mini - costs more, but is much much more reliable.",7,11
721,3824,3,neu,"I had to sideload google play services to be able to download from the google play store or use google chrome as a web browser, as this tablet was designed to be exclusive to Amazon.",5,3013
722,2153,5,pos,Good inexpensive device. Still in touch with modern technology.,4,3715
723,2120,5,pos,Works well. Easy to use. I like the auto on when you open the case,10,343
724,2410,5,pos,This item is perfect for children and great for parents. It provides a sense of security that it will not be damaged the first week a child uses it.,16,776
725,2880,5,pos,This tablet is great for kids my grandson is sick and he absolutely loves it,7,1297
726,1777,5,pos,Good item for children and is very inexpensive. Easy to hold and has a cover designed for it.,4,1818
727,1840,4,pos,"this is excellent for kids 3-7. the only thing I don't like is it is difficult to go to kids web pages by typing in an web address once you set up the kids profile, plus it takes away the easy access of the camera which the kids love. I may have set it up wrong as it did not come with printed instructions and I am not tech savvy. This item is extremely durable and great fun for the kids.",16,2723
728,2305,4,pos,This tablet is very good for my daughter of age five.,16,1987
729,4880,3,neg,I bought this as a Christmas gift for my wife and things started out well but lately my wife has been having issues with it. It hasn't been working as it should and its only been a little over 2 months since she's had it. I'm going to try a hard reset on it and see if that helps.,13,2595
730,1826,5,pos,Love the color just the right size easy to set up works well for what I needed it for great price,4,2030
731,2376,5,pos,Love that I could get it in a color! And it's just the right size for little hands.,16,638
732,3933,4,pos,"Inexpensive, but well built. Easy navigation. Streams movies well. Sound is decent, but requires headphones generally. Screen is good size and clear. Finding a case for this model is a challenge - I found on-line, but expensive considering tablet price. Universal cases don't work due to button placement.",5,2542
733,3820,5,neu,"my third amazon fire, has more features than my old one. battery lastlonger",5,3353
734,1855,5,pos,Our grand kids really love this tablet and it has a lot of app options.,16,387
735,3916,3,pos,Very helpful and friendly. Didn't have too much selection on what I was looking for. But found what I needed.,5,2552
736,2135,5,pos,Bought this for my 8 year old. He loves it and it's very simple to add the perfect parental controls!,16,13
737,3912,5,pos,Easy to use and the HD is awesome. The simplicity as well as the easy to follow directions to set it up is great. It does everything I want it to do.,5,1335
738,4865,1,neg,"The last 2 models of Kindle HDX 8 have been terrible. We have purchased 2 of each model of Kindle and up until the last 2 models, they have been great. Last years had to be replaced 7 or 8 times and for the same problem. The slot for the SD card is defective. I gave up and bought the newest model. It shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason. It's going back after the first of the year. This is going to be my last year for Kindles unless they make them the same quality as before. Phooey!",13,2991
739,4812,5,pos,"I bought this kindle for my 11yr old granddaughter for Christmas. Me and my husband both had kindles several years prior, and she and my 6 year old grandson love watching and playing on them. Both children have all kinds of game systems but use the kindle way more. My 6 yr old grandson still plays with mine and loves watching you tube, videos and playing games on it. He has several game systems, Xbox, sega, ds but still uses my kindle all the time over those systems.my husband used his all the time for everything from internet to watching movies and shows. I'm getting ready to buy my grandson a new kindle( mine is a bit older and has cracked screen now but still works good).He would like one to call his own. I'm looking at a 16 GB or 32 GB.they are really durable and tough.",13,3357
740,1603,5,pos,"Kindle products are fantastic. I've used a kindle & now have a Kindle fire. Use it everyday, so naturally, I would select a Kindle for my granddaughter.",16,1892
741,4860,5,pos,"It is amazing that you can get this much tech for such a low price. This thing does everything I need, and it's so much faster than my old Kindle.",15,3796
742,4806,4,pos,Video quality is very good. Works well with Amazon Prime Video and Music - no surprises there. Apps are VERY disappointing - many common apps are not available - even though there are Android versions! Not bad if you have modest expectations.,15,2128
743,2335,5,pos,My daughter loves it. Parental controls are simple makes it easy when monitoring what my kid is in to,16,2971
744,3547,3,pos,"My father upgraded from the original Kindle Fire to this model, and he's very happy with it. It doesn't compete with more mainstream tablets, but he likes the Kindle's system for downloading library books.",5,2394
745,1700,4,pos,This was a perfect tablet for my 12 year old. It does everything that she needed it to.,4,2299
746,3885,5,pos,"I have never owned a tablet. Wanted an I-Pad like most, but couldn't afford the sticker price. This one fit my needs perfect. I mainly just use it for web surfing and streaming video. No complaints so far! I would recommend this device.",5,1123
747,4941,5,pos,nice size screenlike feachers included storage very goodexcellent color clarity,14,2633
748,2083,5,pos,I bought this for my 21 month old daughter and she has already learned how to use it. What a great way to keep her busy and quiet at the same time. Thanks,16,3296
749,2235,5,pos,"As an existing Amazon Prime member, this is a no brainer. Has all the parental controls and kids can have a decent tablet that is durable for use, at a good price.",16,1789
750,3810,4,pos,"i just adore my fire 8...the features, size of screen, easy log in and graphics",5,2798
751,1869,5,pos,My husband and I purchased 3 of these for each of our kiddos and to say they're a hit would be a massive understatement. And the parental controls on these are awesome. We love our new Fires!!,16,2464
752,3634,4,pos,Great price on a good tablet... especially on Black Friday,5,2310
753,4758,5,pos,"I purchased two for my grandchildren. They loved it. Reading, games and videos",22,3808
754,2906,4,pos,"My daughter loves playing with this. There are so many features, that it keeps her busy.",7,2681
755,4879,5,neu,"Fixed alot of issues that were complained about with the 7"".",15,115
756,4100,5,pos,"I had Microsoft Surface, unfortunately daughter dropped and cracked screen so needed a new tablet. Since went back to laptop for work didn't need another Surface. Settled on 8"" Kindle HD over Samsung and IPad mini due to value. I only use for social networks, email, games, internet search, and occasional viewing of videos. This is a good basic tablet that can handle this no problem with a good wifi connection. Great value as I paid under $100 during the holidays and it has been as good as my Surface for these basic uses.",5,3761
757,3722,5,pos,Great product. Device performed as described. Great reviews.,5,2066
758,2599,5,pos,"I love my amazon fire tablet, I'm sure my kids will love theirs too!",16,3113
759,3278,5,pos,"An amazing electronic tool, so portable, great storage, books, great convenience.",8,2614
760,1822,5,pos,"This is my second Kindle and I love it. It's lightweight, simple, and fast. It's convenient for trips and fits in my bag without weighing it down.",10,2786
761,3951,5,neu,Great for my mom who isn't tech savvy. Luv it! :-),5,986
762,1952,5,pos,Best electronic I purchased for myself this year. Great price too.,4,1107
763,4731,5,pos,"New Kindle Fire 8 is easy to setup, great for reading, no issues at all when trying to connect to my home network. I would recommend this item for anyone who wants to read and get on the internet.",22,3268
764,2788,4,pos,Good customer service during my quest to get a good deal and quality gadget.,4,3279
765,2574,5,pos,"I wanted a tablet mainly to keep by my chair so I could look up stuff, such as information about movies I watch on TV, or answers to the New York Times crossword puzzle, or anything else I was curious about. I didn't want to spend much money, but was still dubious whether such an inexpensive tablet could be any good. I decided that for a measly fifty bucks (plus $20 for extra storage), it was worth a shot. I found that it's perfect for my purposes - relatively fast and easy to use. I haven't used it for downloading or the like, but my guess is it'll be OK there, too. I'm happy I bought it.",4,1985
766,2661,5,pos,"My Son absolutely loves this thing, very durable and comes with a great warranty.",7,1525
767,2593,4,pos,It's nice but not as easy to switch profiles as I would like for it being a child's tablet. But overall easy to use just a lot of junk on main profile.,7,3348
768,1924,4,pos,A good product that provides the services I desire.,4,1054
769,2355,4,pos,"convenient, easy to use and grand kids all have one too.",4,1059
770,3668,2,pos,fire tablet is very powerful for the size and does everything!,5,1557
771,2409,5,pos,"This was purchased for my older grandson, age 6, for Christmas and as I stated in another review it has had games downloaded on it and will be ready to use when it is opened by him.",16,2027
772,1854,5,pos,Easy and age appropriate. Can set timers for tv and movie watching my granddaughter finds the educational games more interesting and fun.,7,2072
773,3461,5,pos,"Very fast, very functional. Love the e-reader function. Movies, music and internet work great. LOVE IT!",5,2408
774,3653,4,pos,Purchased for my wife who reads a lot and truly enjoys the amazon fire.,5,3438
775,2572,5,pos,"Great hardware for the price, similar to the ipads",7,2520
776,2896,5,pos,My daughter loves her kindle and it's larger than the previous one she had. She enjoys it!,16,2005
777,2565,4,pos,So far this tablet has been efficient. It kinda bad is difficult to use and it seems to require a lot of steps to get the kids profiles set up and it actually does not do everything I hoped it would.,16,2294
778,3230,4,pos,"had a problem with my purchase, but Best Buy made it good, they are very good!",8,3629
779,2082,5,pos,Tablet works will with Amazon video on our smart tvs as well as the firesticks.,16,406
780,3511,5,pos,A perfect tablet at a reasonable cost. Why pay higher prices for bells and whistles you don't use. The back lit feature is great for reading in low light conditions.,5,3334
781,4023,4,pos,Good tablet for basic needs. Screens resolution is pretty good. Mostly using for reading and sometimes for watching movies/shows. Great feature is the possibility to use the card to expand the memory. Good product for great price!,5,2649
782,1915,5,pos,"Durable , worth every penny, got it for our 2 year old daughter , amazed how easily she can navigate it",16,1959
783,3731,5,pos,We purchased this as a gift. Researching and word of mouth led us to purchase this one. Very user friendly.,5,1080
784,3501,5,pos,My 10 year old has enjoyed playing on this. Great selection of apps and games.,5,389
785,3588,5,pos,This tablet is quick and as good as my iPad! I use the tablet specifically for one aspect of my life and it performs great! I am pleasantly surprised by its performance!,5,261
786,4803,5,pos,My mom loves the kindle fire hd 8. She had the first kindle and it was time for an upgrade! Great buy for her birthday present!!,13,2415
787,2951,5,pos,I bought this and onother one in blue. The kids love it.,7,1516
788,4971,2,neg,"Hard to use, Lots of ads, and Randomly closes apps",14,244
789,2044,5,pos,"If you love Amazon, you'll love the Kindle HD8. It's a great size for reading all those books, streaming movies and tv shows, and has great sound for listening to your favorite music. For less than $100, you can't beat the versatility of this little device!",6,3326
790,3847,4,pos,I DON'T USE MUCH OF THE APPLICATIONS BUT IT WORKS FOR THINGS I NEED.,5,202
791,4810,5,pos,Purchased this for a gift for my mother who is a amazon fanatic she loves it ! Made her christmas this year,15,2281
792,2665,4,pos,Seems to be great but just need a little more time to play with it. The main user is nearly four years old. Happy with it and gets excited when using it.,16,2230
