,reviewId,rating,testimony,itemId,userId
2733,2860,5,"I bought my Kindle because I heard it was good for reading in direct sunlight. I’ve got a bay window I like to read at and other tablets I’ve read on produce a lot of glare. This has zero glare and I can’t wait to take it camping this Spring/Summer/Fall. A side note, this is way lighter than any book (as you may have guessed). I like to read on my back and having this has drastically increased the amount of time I can read for.",9,1775
2735,2862,5,I purchased the kindle light because I love to read and needed something that would not die quickly. I also needed something smaller and lighter that could go anywhere with me. I love my purchase and a must have for all book worms.,9,1281
2737,2864,5,I love my kindle it makes it so much easier to read books instead of having to carry them with me,9,206
2740,2867,5,Great for reading. Best part is its light weight and long battery life.,9,3072
2760,2887,5,Have been using my kindle app on my iPad for years but now can't Imagine using anything besides my kindle to read. Love the backlight so I can read at night.,9,3120
2778,2905,5,Great selections. Hard to find assistance at times.,9,766
2780,2907,5,Small & without audio but easy to use. Able to connect to Amazon account & Goodreads account easily. The only thing I hate is that I have to keep restarting it if I want to get out of a ebook that I’m currently reading,9,2696
2782,2909,5,I am very satisfied with my purchase my girlfriend is very happy,9,1312
2784,2911,5,"What is there to say, but that I love it. Functions well, and lasts a long time.",9,1666
2788,2915,5,Excellent product very good piece strongly recommend,9,2655
2789,2916,5,Much sleeker and touch response is better. Even wifi connection seems faster might be due to new processor and increase in RAM,9,980
2802,2929,5,very good product and service will refer a friend.,9,1110
2817,2944,5,I've wanted a kindle for a while and decided to get it when BB put it on sale. I am not disappointed.,9,1514
2821,2948,4,"Fought it for a long time, but Kindle is awesome. The newer version with adjustable light is best for me.",9,2567
2826,2953,2,1st kindle screen failed & had to reboot often. Customer Service couldn't fix. Replaced. 2nd one screen reboots often. Customer service offered replace. Just want one that works. Can't get upgrade replacement,9,2237
2829,2956,4,I purchased this Kindle for my daughter and she really enjoys using it !!,9,154
2845,2972,5,"I use this every day on my commute. Great battery life, no backlight but very readable with normal lighting. I like the built in dictionary. Email yourself pdf or mobi files for easy transfers.",9,3421
2853,2980,5,This is a entry level ereader that only allows you to read in the day...you will not be able to read in the dark,9,307
3090,3218,5,"Even when I’m outside in bright sunlight, the words of the book I’m reading are still crystal clear. That alone makes the Kindle Oasis worth what it cost me.The Kindle Oasis wakes up in just seconds, and any book I choose instantly opens, ready to be read.It is the perfect size and isn’t heavy or bulky. I really do read for hours at a time. Sometimes I pace the floor while I read. Sometimes I’m on my elliptical machine when I read. And sometimes I’m sitting down. No matter what I’m doing, the Kindle Oasis remains comfortable to hold, and it is always easy on my eyes.When I receive a book that is in PDF, most of the time I can enlarge the words. If it won’t allow me to enlarge the words, I can change the orientation of the page and the words are automatically larger. I am able to make notes on the book if needed, and I can highlight words and/or passages.My merlot leather cover is attractive. When I flip it open, it is just like opening the cover of a book.How to Make the Battery LastOn the Kindle Oasis page, it says that its “dual-battery charging system delivers months of battery life.” This was a huge thing for me. Instead of having to charge my tablet almost every day, I would be able to read for months without charging the Kindle!Is this how my Oasis has performed? Well, not so much. There are conditions that have to be met for the charge on your Oasis to last for two months.First, you have to limit your reading to thirty minutes a day. That one is impossible for me. There are days that I am only able to read for thirty minutes, but they don’t occur very often. My Kindle goes everywhere with me, and I use just about every spare moment to read.Second, the wireless needs to be turned off. That one is easy to do but not always easy to remember. The only time the wireless needs to be on is to download one or more books.Third, this is based on your light setting at 10. That is way too low for me. I keep my light setting anywhere from 16 to 18.I don’t limit my reading to thirty minutes a day, and I try to remember to keep my wireless turned off. My light setting is kept anywhere from 16 to 18, and I put my Kindle to sleep the second I’m done reading. So how long does a single charge last me? Ten days is the longest a charge has lasted me so far, but it would have kept a charge for several more days if I had remembered to turn my wireless off. Once I succeed in keeping my wireless off, I will let you know how long the charge lasts.Now, I don’t plug it in to charge as soon as the charge on the cover gets low. I allow my cover charge to go as low as it will possibly go and then the Kindle battery will start to drain since it can no longer charge from the cover. I allow it to drain down to about 50% before I plug the cover and Kindle into my computer to charge.The one thing that surprised me was that everything on the Oasis is in black and white. For some reason, I thought that maybe the book covers would appear in color. But since I bought the Oasis to read books on, color isn’t needed.Special offers do appear on my screen but only when my Kindle is going to sleep or waking up. They aren’t a distraction, and to be honest, they are kind of fun to look at. You can pay a higher price so they won’t appear on your Kindle if you would rather not see them.I asked myself some questions once I had my Kindle and knew just how it worked. If I had known before I bought my Kindle Oasis that the charge wouldn’t last for months, would I still have bought it? Yes, I would have. If I had known that everything would appear in black and white, would I still have bought it? Yes, I would have.",17,1982
3096,3226,5,"The new design, compared to my old kindle paperwhite and voyage, looked weird when I first got my Kindle Oasis. After I used it for a while (5 hours), I felt the design was kind of make sense. When I hold it with one hand (right hand), the centre of gravity position was right in my hand, so there was less change that I drop the kindle on my face(when I was laying on my bed, it happened a lot with my kindle voyage)",17,2893
3099,3229,4,Easy to handle. Light weight. I like that it automatically shuts off when the cover is closed.,17,383
3101,3231,5,The new Kindle is a great gift and fantastic entertainment idea.,17,2714
3103,3233,5,This is the best kindle ereader yet. The size and weight make it perfect for comfortable reading. You will find yourself reading more books than ever with it.,17,2375
3109,3242,5,Very nice Kindle with a great Battery life. My old kindle was not able to upgrade so I got the new Kindle and very pleased with the product. Arrived as promised from BESTBUY.COM.,17,79
3111,3244,5,"Wife love it, reads a lot and this is her go to reader.",17,2193
3122,3256,1,This is not an upgrade by any means! My three year old kindle outperformed Oasis.Battery life better than a week with the lights on lowest setting Magnetic connector is poorly designed and grows weak Two pieces to keep up with,17,167
3129,3263,5,Almost feels like reading a book in a light comforting way. Easy to carry around. Great on eyes and reading is enjoyable,17,2607
3133,3267,4,"This kindle is awesome. I love the design of it. Nothing software wise that was different than my other kindle but the way it's designed makes it much more comfortable and easier to read. The only reason I didn't give it five stars was because of the price. If it were cheaper, this kindle would have been five stars no doubt.",17,686
3150,3287,5,"Its a great ereader but a little pricy. It has the same specs as the Voyage as far as pixels and procesor, which costs less. The only difference between this and the Voyage, is that it's much lighter, it's brighter (LEDs), and a longer battery life if you're using the cover. I've noticed the battery life drains much faster without the cover, but you'll still be able to read for hours without it. You would think it be water resistant, hence the name but it isn't. But then I don't plan on reading when it's raining or outside or while taking a bath. Overall, it's the best ereader Amazon currently has to offer but if you don't mind the price tag and want the best, then go for it! Voyage is still not a bad option though",17,621
3154,3291,5,I like this so much more than the Voyage. The shape makes for easier holding. I only wish this devise was maybe 2 inches taller then it would look like a real book,17,2330
3155,3292,4,"Got me reading again! Love the merlot cover. This one is the smallest of all the kindle products I believe, and that's a big reason I picked. Also the lightest I believe. Battery life is forever.Two negative points are the Amazon logo in the cover, and the fact you can't do inverted text (black background white text).Those 2 points dropped it from 4 to 5 star for me.Still highly recommended.",17,2284
3166,3303,5,"I have used Kindle e-readers since Amazon introduced them years ago. All are good products and each new model has been a worthwhile upgrade. The Oasis is no exception, even from the highly touted Voyage model. It is expensive but the lightweight design, improved backlighting and battery cover are worth the additional expense for someone who reads frequently. This is definitely a good investment!",17,59
3167,3304,5,"I purchased this as a gift for my wife and she loves it. She has an older Kindle, and she can't believe how much better the Oasis is.",17,674
3169,3306,5,Kindles are an excellent device for all book lovers,17,2466
3170,3307,4,"I got oasis yesterday, very lighweight compared to voyager, screen size comparable, like having actual page turn button, touchscreen seems kinda slow, the on/off button on top is improvement from back of voyager. cover does seem kind of flimsy, but supposed to be leather so will see how it holds up. finding it easier to hold with cover on, then removed. cover doesn't have separate charge port, so all charging is done thru kindle.",17,3727
3171,3308,5,Bought for my wife to upgrade from the original Kindle that she has worn out. Big step up from the original and should be good for another 8-10 years.,17,2779
3176,3313,5,"When they first announced the Kindle Oasis, I did not have much of a desire to upgrade from my 1st generation Kindle Paperwhite. Just as I felt when they announced the Voyage.I read a lot, so my Kindle travels with me throughout the day most of the time. I have never had an issue with battery life, I have only had it get really low a few times (typically when I was traveling). So again, I originally did not see a lot of the value to the Oasis.As the reviews for the Oasis came out, I started to realize what I did not like about my Paperwhite, and I began to have an interest in upgrading my Paperwhite to the either the Oasis or possibly the Voyage. The main thing I noticed is that I took my Paperwhite out of the Amazon case quite a lot, especially when I was in a seated position. This slight reduction in weight made it much more comfortable to hold for longer reading sessions. I had some other minor issues with my Paperwhite, like when reading in the dark, I couldn't find an adjustment for the light that I preferred (5 was a little too dim and 6 was a brighter than I needed). I decided to pass on the Voyage because I really did not like the case options and the pressure sensitive page turn option.Now that I have the Oasis, I definitely think it was worth it for me. I really appreciate the reduced weight when the cover is off (not to mention the ease of removing the cover compared to the Paperwhite). It provides the same reading experience, although I did get a resolution upgrade compared to my older Paperwhite, which is a plus.The Oasis is really comfortable in my hand, which helps me forget that it is there. When I was holding my Paperwhite with my left hand, at times I would accidentally go back a page, which drove me crazy even though its just a minor inconvenience.I have the black model because it was the only option available unless I was willing to wait a few more months. The build quality of the Oasis and its case is very nice, just like with the Paperwhite and the amazon leather case for it. The only concern I have is how well it will protect the Kindle. I will update the review if I find this to be a problem.I loved my Paperwhite, and I will recommend it to anyone looking to upgrade from an older Kindle or buying one for the first time. It definitely is great and the better buy, but I am glad I decided to order the Oasis. The reduced weight, ergonomic design, and page turn buttons make it worth the added cost.",17,3574
3177,3314,5,"Small, light, but comfortable to hold with either hand. If you keep it in airplane mode with medium lighting, the battery last for weeks. Lovin' it so far.",17,1111
3181,3318,5,"This is my third Kindle. The best differentiator is the form factor. Definite improvement over the paperwhite. Also like having the page-turn buttons back. Case is very cool indeed. If you can get past the jump in price (remember you're not having to buy the case separately), it's a quality product to have.",17,1212
3183,3320,5,"I have had every kindle since the first and this is by far the best. The screen was already great on the Voyage but the front light on this screen is more white and more evenly distributed. Physical page turn buttons are so much better than none or the haptic feedback type. They didn't include the automatically adaptive front light for some reason but I don't think I'll miss it much as I was always wont to fiddle with it on the Voyage anyway.But this device made me smile as soon as I held it for the first time because it has a larger bezel that you can really grip comfortably without touching the screen. Maybe this isn't a big deal for most, but that is exactly why I spent the money to get this device.The other thing I was hoping for was the ability to use the upper page turn button to go forward and this device does that and even better because it is software configurable.The cover is very small and light and doesn't add much bulk like the Voyage Origami case does. The only downside is that it doesn't work as a hands free stand for reading.(I still wish it was waterproof)",17,3814
3192,3329,5,"Replacing older reader without a light and traveling overseas soon. With electronics in the cabin under scrutiny, this very small and very lightweight reader fits the bill! Perfect in small purses and large pockets. I can read without annoying seatmate with cabin overhead seat light. Easy to hold in either hand and screen adjusts for whichever direction you're holding it.",17,3447
3194,3331,5,This is my 4th kindle and is easily the best one I've ever had. It is very comfortable to hold and is very compact. I was surprised how small it is but has the same screen size as my other kindles. It may look costly at first but remember you are getting a cover with additional battery.,17,967
3204,3341,5,"I had an older version of a Kindle e-reader that allowed me to download books on the go, but I felt like something was missing. Several upgrades later, I got this for a gift, and I think it basically includes everything that was missing. It is so lightweight and compact that I can easily slip it into my purse or use it with one hand. It has backlighting that doesn't disturb my sleeping husband or create a light so bright that it is distracting- it's just the right amount of light needed to read in different ligths. It can self-adjust from reading in a dark room to reading outside on a bright day.",21,2456
3205,3342,5,"so far so good,,,, wife very happy. misses her old one....",21,2216
3206,3343,4,"Excellent Ereader if that is all you are looking for. Probably a bit over priced for the casual reader, the Voyage is wonderful for those looking for the best reading experience and are willing to pay the price tag and trade the lack of functionality.",21,1352
3207,3344,4,"I have an old Kindle Touch, the last one that still had text-to-voice, which no longer works. I decided to upgrade, started reading the reviews, was enticed by the The Kindle Voyage and took the plunge. The Voyage is pretty and sleek, with neat features, and I enjoyed using it for a few days, but my frugal self just couldn't justify the price difference between it and the PaperWhite. While the ambient light sensor was nice, I often ended up just adjusting it manually because it was still a little bright in a completely dark room. I made more errors of turning a page than I meant to with the ""page turn"" because of where the page turn spots are located, plus, I'm in the habit of flipping pages on the phone or a tablet, so I kept swiping despite the availability of page turn. However, the clarity of the screen, the quality of the light, the form factor, the weight and the way it felt in my hand while reading were all very nice. Nonetheless, the price difference bothered me enough to return it and get the Paperwhite. The thing I miss most about the Voyage is the quality of the light, and how even the lighting is on it. The unit I had did not have blank spots or a yellowish top half of the page, or any of the lighting issues some reviewers mentioned with the Voyage. I purchased the newest model of the Paperwhite and I like it, but the lighting appears pretty dingy. However, it's only when they're compared side-to-side that I wished I wasn't so cost conscious. If money is not an object, I'd say get the Kindle Voyage, if it is, the Paperwhite is a fine little reader, and overall I'm happy I have it.",21,1337
3208,3345,5,this kindle is very light so easy to hold for a long time without getting tired - worth upgrading your older version kindle...,21,1782
3209,3346,5,"I or a family member have owned every version of the Kindle since it came out. This version has finally taken all of the best elements of the previous Kindles and combined them into one unit. It is small and light, has both touch screen and button functionality (depending on which you prefer - I'm a fan of the buttons), and an excellent back-light. Kindle battery life has always been excellent, and is no different here. I use my Kindle daily, often for at least an hour at a time. The only downside is that I'm not sure what other features Amazon could add to improve this version, other than perhaps making it lighter weight. By far the best e-reader out there, and a worthy upgrade from a previous version",21,3507
3210,3347,4,"Definitely easy on the eyes for long reading sessions, especially when compared to the LCD screens of smart phones and tablets. The only issues we had were that it drops the connection to our WiFi network and then won't connect to the Kindle store. I don't think it's an issue with my network since all our other devices don't have the connectivity issues we had with this.",21,283
3211,3348,3,Have had it for a while noe. A littlebit unusual to press so hard to change page but now starting to get used to it.,21,2181
3212,3349,5,"I am extremely happy with my new Kindle Voyage. The text is so sharp and crisp, the images look much better than on the Kindle Paperwhite. The device is extremely light and comfortable to hold, The adaptive front light works great. I have an iPad with the Kindle app, but the reading experience is so much better on my Kindle Voyage that don't regret the purchase one bit.",21,284
3213,3350,3,"The Kindle is great for just reading books, and the battery power is pretty good.The experimental browser is not very user friendly.",21,1940
3214,3351,5,"Even though it is a little pricy, I like my new Kindle Voyage. It looks smaller, but it is because it's only the screen - no buttons. It is lightweight. You can scroll and turn pages with touch screen press or with physical small buttons on the side. It is automatically adjusts to different light conditions.",21,3441
3215,3352,4,The original electronic book. Bought it for my wife who reads paper book at two to three a week. She's hooked and loves the Kindle.,21,2817
3216,3353,5,This kindle has easier viewing and the light adjustment is great.,21,2514
3217,3354,5,This is so far the best Kindle I have ever owned. I love the screen and the resolution on it. The device out performs all of the other e readers on the market.,21,647
3218,3355,5,"Great looking display. Text is sharp and easy to read. The lighting of screen is wonderful for reading in lower light environments. This is a little more compact than the paper white model. I really love the page press button areas. Makes it so you can turn pages without adjusting your hand (as long as you are holding the voyage with your thumb resting in the button area). Sounds like a minor thing, but to me it's a big convenience!",21,3211
3219,3356,5,Do most of my reading on one of my Kindles. Reading in sun light to no light is great. Easier to take anywhere size wise compared to a paperback. Really great for traveling. Download several books so I have a variety to read from. Long charge life.,21,2566
3220,3357,4,"Good value, enjoy using it! I recommend this highly!",21,1862
3221,3358,5,"Exceeded my expectation. Easy to read, books load and store with ease ! Great for saving space for avid reader. I can travel with many books dont have to worry about space",21,2649
3222,3359,5,The best kindle that I ever had!It is great if you love reading and really want to have the feel of handling a book.Great for indoor and outdoor reading,21,1192
3223,3360,5,I would recommend this product. It works great and ver compact.,21,45
3224,3361,5,"This is my third Kindle and the best one yet. Love the new controls, the backlit page, the compact size and the ease of use. I would recommend the Kindle Voyage to all readers!",21,677
3225,3362,5,The voyage is light and has a battery life of Two weeks. In different light settings the Voyage automatically adjusts. My eyes do not get tired from bad lighting. Reading outside is no problem for the Voyage.,21,1077
3226,3363,5,I have been using the paperwhite for about 2 years now and this unit definitely beats it. The adaptive lighting is amazing and page turn buttons are quite useful. If you are looking for an E-Reader then this is the one for you.,21,3082
3227,3364,4,Great alternative to using tablet for reading. Only problem is trying to read a *.pdf file - it only enlarges the page and does not resize the document to easily move forward.,21,2432
3228,3365,5,"It is a good reading device. When the price drop to 100 dollar, it is a deal. You need to buy one at that level.",21,2870
3229,3366,5,"I have both the Kindle Voyage and the low end Kindle Fire.While the $50.00 Fire is an amazing deal, for serious readin,g the Kindle Voyage is far easier on the eyes and has superior resolution. Now, it lacks many of the features of the less expensive Fire, such as color and online with Wifi; as a reader it is well organized and a pleasure.Truthfully, it isn't a whole lot better than the Paperwhite. It has a feature or two, but I'm not sure it's worth the extra 60 dollars. It is still an excellent device.",21,280
3230,3367,5,bought this e-reader as a gift for my wife and she loves it,21,681
3231,3368,5,"Nice size, nice look,love the feel of turning the page. Great reading experience.",21,1467
3232,3369,4,I really enjoy reading on the new Kindle Voyage. Have had other Kindle models before this one. I especially like the brightness and lightness of it.Only drawback I needed to get use to was turning of pages being a little hesitant.,21,1259
3233,3370,5,"So much better than reading on an iPad, completely worth it. I guess my only complaint is the operating system still seems a little weak in terms of responsiveness and fluidity but doesn't really impact regular usage of just page turning, only felt while browsing the library/store etc.",21,2356
3234,3371,4,"I bought this game for my son, and he loves it..it is very entertaining.",21,3349
3235,3372,5,"Works great, looks great, readable in bright sun...",21,202
3236,3373,4,Good for leisure/reading for fun. Not for students.,21,2079
3237,3374,4,"Really like the Kindle. The screen is very easy on the eyes, much better for reading than my Ipad!.",21,2969
3238,3375,5,Love my Kindle Voyage. The size is much smaller than my older Kindle and the weight is much less. This helps as I take fm Kindle everywhere. Love the touch screen features.,21,2983
3239,3376,5,"One of the things I love the most about my new Kindle is it's size. It slides so nicely into my compact purse, protective case and all. Another thing I've noticed is the lack of glare that I experienced with my old Kindle. It automatically adjusts to the light and I'm looking forward to being able to read it on the beach without a struggle. I also love the battery life - it goes on forever. The case I bought makes it possible to stand my Kindle up in front of me and read while I'm eating - a must for me - I never eat alone ;)",21,426
3240,3377,5,What a great ereader. Amazon continues its dominance in the ereader field with this entry. Light and comfortable to hold. Perfect combination of hepatic feedback buttons and adaptive back-lighting. Seems to stay charged forever even with regular use. I would definitely recommend this and would buy again.,21,2656
3241,3378,5,"excellent screen, the small changes to the form make a huge different (I adore the flatness so much), and the brightness is a perfect for daylight. IMO, worth the cost",21,874
3242,3379,5,Kindle Voyage is easily the best e-reader with an impressive high-resolution display and it is very thin and light weight too. Loving it.,21,865
3243,3380,5,"This is my first kindle but I'm loving it. I picked it up a few days after it was released. One of the things I love the most is I'm a reader but I am not a car owner so I get almost everywhere by bike. I got tired of lugging around heavy hardcover books from the library; now my Voyage weighs less than most paperback books. An extra bonus for me is, it fits in a pocket I wasn't using in my pannier I carry stuff to work everyday. I love the clarity of the text and pressure point page turning versus screen swipes. I also love that I charged it when I got 4 days ago and it is still more than have battery power.",21,216
3244,3381,5,Love this kindle - the press side page turner is great.,21,1880
3245,3382,5,Reallllllllllllllllllllllllllllllllllllllllllllllly,21,186
3246,3383,5,"The new design is lighter, has a longer battery life and the page displays are crisp and clear. The light adapts to the environment you are reading in to keep the image consistent. The new Kindle Voyage is amazing!",21,2879
3247,3384,4,"This is by far the best reader for all lighting environments. The only drawback I see are the constant ads when you log on to the device, and the library interfaceneeds to be more intuitive. However, I'm very satisfied with my purchase and use of this Voyage. I've already read over six books with it in just 3+ weeks.",21,2867
3248,3385,5,"I have a previous version of the Kindle, but this one surpasses it in every way, from the resolution to the automatic brightness display. Recommend it highly.",21,3205
3249,3386,5,The Kindle voyager is absolutely a best product for reading ebooks. The product is easy to read in all types of light. I also like the ability to get word definitions and the expansion or text ability.,21,3620
3250,3387,5,"Upgrading from an older Kindle. Wow. Lighter. Crisper text is an understatement. Throw in the lighting and the new interface for page advancement. Pricey but if you want the best, you won't be disappointed.",21,21
3251,3388,4,"It's a great eReader and the font is much clearer than that of the Paperwhite, but that may not be enough to justify the extra $$$. The page turn buttons are a great addition too.Would be good if Amazon would add audiobook capability though.",21,260
3252,3389,5,I've always been a reader and an early technology adopter but until now I've resisted moving to electronic media when reading for pleasure. Now I wish I hadn't waited so long. Reading at night with the lights off and instantly downloading a new book are my favorite aspects.,21,2995
3253,3390,5,We upgraded from an older paper white and couldn't be happier.,21,287
3254,3391,5,I have had several variations of the Kindle in the past. My most recent being a paperwhite. I have to say this is the best. The size and balance are better. The adaptable light feature and brightness is good. Screen quality and construction are both an improvement. The overall reading experience is much improved over the paperwhite.,21,1579
3255,3392,5,"I really missed my first kindle when my husband gave me a fire 2 years ago. I love to read outside and could not do that with a fire. The voyage is perfect, easy to read anywhere, much longer battery life than a fire. Very happy with it and the buttons are easy to use or you can just tap the screen to turn the page.",21,1045
3256,3393,5,Coming from a nook reader. Love the even backlighting and weight.,21,1400
3257,3394,5,Purchased after theft in Seattle. It was on sale and works great.,21,1294
3258,3395,5,"I had to ask for help because they don't keep this model on display, it's ""behind the counter"". But other than that, in-store was a breeze. And the product exceeds my expectations. Although, it would be even better if it was waterproof--- but it does perfectly fit into a medium baggie.",21,2786
3259,3396,5,"Great item, easy to use,would recommend to anybody want to use!",21,2032
3260,3397,5,New kindle is so much better than paperwhite. Kitty hair always used to get stuck around the borders of the paperwhite - not a problem with the voyage.,21,317
3261,3398,5,why carry a book when you can have a library at your fingertips? Get one now!,21,239
3262,3399,5,I got this for my sister who is in Paris and she doesn't go anywhere without it. All the benefits of a real book and none of the cons.,21,2019
3263,3400,5,I never owned a Kindle before. This was easy to setup and get going.It also looks really good. The text is super easy to read even at smaller fonts. I also really like the buttons on the side that turn the pages because it is a lot easier to flip pages compared to tapping the screen.,21,2620
3264,3401,4,"Overall I've been very happy with my new Kindle Voyage, the screen is much sharper than my wife's paperwhite (v1) and the backlight is much more even. I've also been very happy with the page turn buttons. It makes it significantly more convenient to turn pages than using the screen and the pressure and feedback both seem about right. The only issue I have that keeps this from earning 5 stars is that the backlight on the screen has a slightly two-tone hue. It is somewhat yellowish on top and bluish on the bottom of the screen. It isn't something that really distracts from reading but it is noticeable when looking for it. Fix this so the coloring is even and it is really a perfect ereader.",21,443
3265,3402,5,Gave this to my wife for Christmas to replace her well used first generation kindle. She loves it.,21,776
3266,3403,4,"I love my Kindle Voyage, however it does not have a speaker for audio books. and changes settings ie. remaining time/pages left in book on it's own.",21,630
3267,3404,3,Clear reading in bright light outdoor settings. Long battery life.,21,2954
3268,3405,4,Went back and forth between this and the Oasis but in the end just couldn't justify the added cost. So far I'm happy with this model.,21,1417
3269,3406,5,This is my third one of these and this is the best one by far.,21,2153
3270,3407,5,"This eReader is great, I have started reading more now that I have this kindle than when I read paperbacks. If you are torn on buying this for yourself or someone else I can almost guarantee anyone would love this. With enabled dictionaries and X-ray I'm finally able to tackle books with a heavy character list like Game of Thrones. I'm serious, this is so convienent and user friendly. The only negative about this device is the amount of money you will spend on new books in excitement when you first connect to Amazon with it.",21,1945
3271,3408,5,"This readeri is compact and fits nicely in my bag. Easy to use, controls for children are very effective. Am glad I bought it.",21,1083
3272,3409,3,I have a Paper White 1 and 2. Honestly it is difficult to justify double the price value. I certainly like most added features but not sure its worth the extra money. To note it operates great just not sure its worth an upgrade to the latest greatest.,21,378
3273,3410,5,"My first ebook reader. Read some reviews, decided to go with this because of the backlight and adaptive light. Sometimes I have to adjust the light manually but no biggie, quick and easy on the eyes.",21,2847
3274,3411,5,"We bought this reader to replace a Fire HDX that had seemed to go wonky. Turns out a couple of system resets and the HDX is back to normal so I get the old one, she gets the new one.But I can highly recommend this reader - the clarity of the text and the overall functionality is excellent.",21,1757
3275,3412,4,Good for reading white and blackScreen is still small,21,226
3276,3413,5,the best feature of this Kindle is the page forward/back buttons which allow you to turn pages without taking hards off the unit.,21,1056
3277,3414,4,"Moving to this from the first generation Paperwhite appears to have been the right move. I love the new size, it just feels tiny and perfect in the hand. The new automatic brightness setting works quite well. I do wish I could crank up the force required to activate the page turn buttons however, as I have frequently hit them accidentally. The page turn buttons do work with gloves on which a great for reading in a tree stand.",21,2149
3278,3415,5,Bought this for my cousins and he absolutely loves it.,21,2158
3279,3416,5,Works as expected. Very easy to use and does not hurt my eyes like a tablet would.,21,2477
3280,3417,5,I bought this as a gift. I think it is pretty decent both quality and design.,21,2893
3281,3418,5,"It is a very good E-Reader, battery lasts for weeks.",21,2473
3282,3419,1,"My Kindle Voyage is nearly 16 months old and worked perfectly. I kept receiving emails from Amazon about the software update. I switched off airplane mode, switched on wifi and shortly after the screen locked up. I have tried everything with customer support and they now tell me I will have to buy a new one. I am very annoyed. If I had left the software as it was my Kindle Voyage would still be working.",21,1716
3283,3420,5,I had been reading books on my iPad for years and finally broke down to get a kindle. It's exactly what I hoped. The screen is easy to read in any light. It's a light weight and size and easy to stow away in a small bag.,21,2236
3284,3421,5,This is my first e reader. I did ttry my friends papperwhite but voyage is the best of the e reader world. The screen is awesome. I read a lot at night before I sleep and I use to read in my mobile which after sometime feels like my eyes are burning. But with voyage I can read as much time I want. No strain no burning sensation in my eyes. Compared to the papperwhite the screen looks better. Feels like I am actually reading a paper book.,21,1681
3285,3422,5,"I upgraded my Kindle to the Kindle Voyage because I read in bed and the lamp kept my husband awake. I thought I would be able to use this Kindle without the lamp, but for me it is hard to read with the room completely dark even though the back lighting is adjustable. I still use the Kindle with the lamp on, but tilted to the floor so that there is just a little light in the room....I bought the magnetic case so when I open the lid, the Kindle wakes up. It is a little smaller than my old Kindle and fits in my purse perfectly. All in All I LOVE it and would highly recommend it.",21,3628
4082,4220,5,This tablet is perfect for travel! Recently took it on a trip and the battery lasted the entire day with watching shows on and off on Netflix. Great first tablet!,1,344
4083,4221,4,"Purchased this for my grandson. It works great. However, if I were to do it over again I would spend the extra $$$ to get the one without the ads. They drive you crazy. The ads make the cheaper unit really frustrating.",1,442
4084,4222,2,I can't update Facebook and a few other apps. It's not what I expected.,1,2482
4085,4223,5,This has been a great purchase. It fits all my tablet and e-reader needs.,1,2183
4086,4225,4,It is very simple to start up and use. Great for all ages and experience on using tablets.,1,2119
4087,4226,5,"This is just perfect for my 7 year old nothing fancy, parental control is a bit confusing but i got it now, the case is perfect to keep it.safe just get a sd card for extra memory",1,3678
4088,4227,5,I love my new Amazon Fire tablet it's great!! The perfect size to fit in my purse so that I can take it with me. I would definitely recommend to a friend.,1,1489
4089,4228,5,I upgraded to have more memory and this is a great little tablet. Works great and does everything I need it to do.,1,2106
4090,4230,5,Bought if for my 6 year old son. Has plenty of space. Long battery life. It's durable and hasn't broke when dropped (I'm going to buy a case though!!!),1,631
4091,4231,5,I love this tablet.It is very efficient and easy to use.,1,474
4092,4232,5,I would highly recommend the Kindle Fire. For a first time user it was really very easy to learn to navigate.,1,3521
4093,4233,5,Great on the go companion for avid reader. Easy to load books and connect with prime.,1,2471
4094,4234,5,Got two for my kids for Christmas and they're awesome! And also got lucky they scanned to $20 less than advertised price! Woo!,1,2947
4095,4235,5,I wanted a lighted ebook reader and also access to the internet in a small format. The Fire meets my needs at a great price.,1,398
4096,4236,5,This is a newer version of the Fire I had previously and I love it. I like the camera. This version is lighter than the other. It is taking me a while to learn the differences but most of them are improvements.,1,1619
4097,4237,5,Bought this for my grandson. The first one had issues and Best Buy exchanged it. My grandson loves it!!!,1,183
4098,4238,5,Great tablet for the price. We have a tendency to go through multiple tablets a year with the little kids. This is a great price and does everything we want for our young kids.,1,258
4099,4240,5,Tablet could use a better speaker otherwise a great tablet,1,2632
4100,4241,4,It's great but I miss the hd option. My 5yo loves it!,1,335
4101,4242,5,I gave as a gift to a kid who has autism! It has been helping on his development a lot!,1,1049
4102,4243,4,"I would like to say that it's a great tablet, just too small(will buy bigger one next time!!)",1,1366
4103,4244,4,This tablet has far exceeded my expectations. The price was way lower than most other tablets but it does everything I need and want.,1,3029
4104,4245,5,"I bought this kindle for my dad. The size is just perfect, not too big nor too small, and light to carry around.",1,2023
4105,4246,5,"I love, love my kindle fire magenta. the color is awesome this is a truly the best kindle fire I ever owned . the colors availablesare awesome .",1,232
4106,4248,5,"Many features packed into a low price. Good as an ereader or light tablet uses to surf internet, email and games. Easy to use. Memory is expandable too.",1,3532
